AssociationId,Region,Market,Store,Date,Sales,Store_Size,Num_Employees,Num_Customers,Returns_Pct,Pct_On_Sale,Pct_Promotional,Marketing,TouristEvent,Econ_ChangeGDP,EconJobsChange,AnnualizedCPI
Baltimore - 2014-01-15,East,Corporate,Baltimore,2014-01-15,37637.0,15100,10.0,70.0,1.14,15.54,0.069573207,In Store Credit Card Signup Discount; MLK Event Promotion ID3.6815,No,,,
Baltimore - 2014-01-16,East,Corporate,Baltimore,2014-01-16,29546.0,15100,18.0,70.0,2.06,17.8,0.069573207,In Store Credit Card Signup Discount; MLK Event Promotion ID5.3307,No,,,
Baltimore - 2014-01-17,East,Corporate,Baltimore,2014-01-17,34488.0,15100,11.0,79.0,1.6,16.28,0.069573207,In Store Credit Card Signup Discount; MLK Event Promotion ID8.823,No,,,
Baltimore - 2014-01-18,East,Corporate,Baltimore,2014-01-18,65311.0,15100,27.0,527.0,1.89,17.42,0.069573207,In Store Credit Card Signup Discount; MLK Event Promotion ID12.7203,Yes,,-3000.0,
Baltimore - 2014-01-19,East,Corporate,Baltimore,2014-01-19,47871.0,15100,36.0,354.0,1.73,17.57,0.070418459,In Store Credit Card Signup Discount; MLK Event Promotion ID5.6496,Yes,,,
Baltimore - 2014-01-20,East,Corporate,Baltimore,2014-01-20,43565.0,15100,25.0,317.0,0.93,18.92,0.070418459,In Store Credit Card Signup Discount; MLK Event Promotion ID1.9275,Yes,,,
Baltimore - 2014-01-21,East,Corporate,Baltimore,2014-01-21,32542.0,15100,7.0,57.0,1.19,13.16,0.070418459,In Store Credit Card Signup Discount; ID1.471,No,,,
Baltimore - 2014-01-22,East,Corporate,Baltimore,2014-01-22,32692.0,15100,8.0,66.0,1.36,15.61,0.070418459,In Store Credit Card Signup Discount; ID3.4967,No,,,
Baltimore - 2014-01-23,East,Corporate,Baltimore,2014-01-23,27306.0,15100,14.0,59.0,1.65,12.83,0.070418459,In Store Credit Card Signup Discount; ID11.7278,No,,,
Baltimore - 2014-01-24,East,Corporate,Baltimore,2014-01-24,24720.0,15100,16.0,94.0,1.74,14.53,0.070418459,Feb. In Store Credit Card Signup Discount; ID9.872,No,,,
Baltimore - 2014-01-25,East,Corporate,Baltimore,2014-01-25,34321.0,15100,14.0,127.0,1.2,14.03,0.070418459,Feb. In Store Credit Card Signup Discount; ID6.656,No,,2250.0,
Baltimore - 2014-01-26,East,Corporate,Baltimore,2014-01-26,27527.0,15100,13.0,115.0,1.24,12.29,0.074267155,Feb. In Store Credit Card Signup Discount; ID6.3826,No,,,
Baltimore - 2014-01-27,East,Corporate,Baltimore,2014-01-27,27120.0,15100,10.0,56.0,0.87,17.19,0.074267155,Feb. In Store Credit Card Signup Discount; ID11.7647,No,,,
Baltimore - 2014-01-28,East,Corporate,Baltimore,2014-01-28,25653.0,15100,15.0,63.0,0.73,10.43,0.074267155,Feb. In Store Credit Card Signup Discount; ID21.515,No,,,
Baltimore - 2014-01-29,East,Corporate,Baltimore,2014-01-29,20482.0,15100,8.0,63.0,1.09,15.04,0.074267155,Feb. In Store Credit Card Signup Discount; ID23.1503,No,,,
Baltimore - 2014-01-30,East,Corporate,Baltimore,2014-01-30,23183.0,15100,15.0,61.0,1.09,12.77,0.074267155,Feb. In Store Credit Card Signup Discount; ID29.5543,No,,,
Baltimore - 2014-01-31,East,Corporate,Baltimore,2014-01-31,26191.0,15100,14.0,69.0,1.62,7.27,0.074267155,Feb. In Store Credit Card Signup Discount; ID8.0866,No,,,
Baltimore - 2014-02-01,East,Corporate,Baltimore,2014-02-01,31015.0,15100,12.0,124.0,1.84,9.93,0.074267155,Feb. In Store Credit Card Signup Discount; ID1.6846,No,,1250.0,0.0147298669999999
Baltimore - 2014-02-02,East,Corporate,Baltimore,2014-02-02,20641.0,15100,12.0,69.0,1.02,10.45,0.077324547,In Store Credit Card Signup Discount; ID3.623,No,,,
Baltimore - 2014-02-03,East,Corporate,Baltimore,2014-02-03,17556.0,15100,9.0,56.0,1.03,5.83,0.077324547,In Store Credit Card Signup Discount; Presidents Day Email Blast ID1.21,No,,,
Baltimore - 2014-02-04,East,Corporate,Baltimore,2014-02-04,21640.0,15100,7.0,39.0,0.99,9.94,0.077324547,In Store Credit Card Signup Discount; Presidents Day Email Blast ID1.353,No,,,
Baltimore - 2014-02-05,East,Corporate,Baltimore,2014-02-05,20859.0,15100,8.0,46.0,0.94,8.35,0.077324547,In Store Credit Card Signup Discount; Presidents Day Email Blast ID5.2371,No,,,
Baltimore - 2014-02-06,East,Corporate,Baltimore,2014-02-06,22869.0,15100,13.0,50.0,0.57,11.11,0.077324547,In Store Credit Card Signup Discount; Presidents Day Email Blast ID0.2288,No,,,
Baltimore - 2014-02-07,East,Corporate,Baltimore,2014-02-07,24427.0,15100,15.0,80.0,1.19,11.82,0.077324547,In Store Credit Card Signup Discount; Presidents Day Email Blast ID12.9121,No,,,
Baltimore - 2014-02-08,East,Corporate,Baltimore,2014-02-08,24989.0,15100,29.0,149.0,1.13,11.62,0.077324547,In Store Credit Card Signup Discount; Presidents Day Email Blast ID0.3296,No,,4000.0,
Baltimore - 2014-02-09,East,Corporate,Baltimore,2014-02-09,26882.0,15100,16.0,106.0,1.28,9.06,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID1.4294,No,,,
Baltimore - 2014-02-10,East,Corporate,Baltimore,2014-02-10,23616.0,15100,13.0,54.0,0.45,6.11,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID8.6219,No,,,
Baltimore - 2014-02-11,East,Corporate,Baltimore,2014-02-11,24585.0,15100,7.0,69.0,0.85,11.14,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID18.1058,No,,,
Baltimore - 2014-02-12,East,Corporate,Baltimore,2014-02-12,26532.0,15100,11.0,73.0,0.56,11.77,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID7.2207,No,,,
Baltimore - 2014-02-13,East,Corporate,Baltimore,2014-02-13,29654.0,15100,16.0,97.0,0.66,8.08,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID2.0639,No,,,
Baltimore - 2014-02-14,East,Corporate,Baltimore,2014-02-14,32275.0,15100,13.0,129.0,1.2,8.38,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID21.0997,No,,,
Baltimore - 2014-02-15,East,Corporate,Baltimore,2014-02-15,59753.0,15100,53.0,480.0,1.28,13.46,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID22.1819,Yes,,1000.0,
Baltimore - 2014-02-16,East,Corporate,Baltimore,2014-02-16,50378.0,15100,40.0,424.0,1.19,11.83,0.097278295,In Store Credit Card Signup Discount; Presidents Day Email Blast ID22.5853,Yes,,,
Baltimore - 2014-02-17,East,Corporate,Baltimore,2014-02-17,47833.0,15100,22.0,327.0,0.47,10.27,0.097278295,In Store Credit Card Signup Discount; Presidents Day Email Blast ID4.9099,Yes,,,
Baltimore - 2014-02-18,East,Corporate,Baltimore,2014-02-18,24267.0,15100,11.0,49.0,0.59,10.22,0.097278295,In Store Credit Card Signup Discount; ID35.5646,No,,,
Baltimore - 2014-02-19,East,Corporate,Baltimore,2014-02-19,29607.0,15100,12.0,65.0,0.25,10.74,0.097278295,In Store Credit Card Signup Discount; ID7.4233,No,,,
Baltimore - 2014-02-20,East,Corporate,Baltimore,2014-02-20,25244.0,15100,15.0,52.0,0.24,13.41,0.097278295,In Store Credit Card Signup Discount; ID34.6491,No,,,
Baltimore - 2014-02-21,East,Corporate,Baltimore,2014-02-21,20467.0,15100,19.0,69.0,0.74,12.63,0.097278295,In Store Credit Card Signup Discount; ID1.4791,No,,,
Baltimore - 2014-02-22,East,Corporate,Baltimore,2014-02-22,27766.0,15100,22.0,125.0,1.0,10.05,0.097278295,In Store Credit Card Signup Discount; ID42.0301,No,,-2750.0,
Baltimore - 2014-02-23,East,Corporate,Baltimore,2014-02-23,21963.0,15100,11.0,84.0,0.59,8.16,0.095962363,In Store Credit Card Signup Discount; ID16.9832,No,,,
Baltimore - 2014-02-24,East,Corporate,Baltimore,2014-02-24,24694.0,15100,8.0,45.0,0.27,8.72,0.095962363,In Store Credit Card Signup Discount; ID46.2649,No,,,
Baltimore - 2014-02-25,East,Corporate,Baltimore,2014-02-25,19854.0,15100,9.0,49.0,0.66,11.32,0.095962363,In Store Credit Card Signup Discount; ID33.3657,No,,,
Baltimore - 2014-02-26,East,Corporate,Baltimore,2014-02-26,22570.0,15100,9.0,52.0,0.26,10.98,0.095962363,In Store Credit Card Signup Discount; ID2.2497,No,,,
Baltimore - 2014-02-27,East,Corporate,Baltimore,2014-02-27,23609.0,15100,14.0,47.0,0.21,7.69,0.095962363,In Store Credit Card Signup Discount; ID19.913,No,,,
Baltimore - 2014-02-28,East,Corporate,Baltimore,2014-02-28,28312.0,15100,13.0,62.0,0.96,7.06,0.095962363,In Store Credit Card Signup Discount; ID19.7957,No,,,
Baltimore - 2014-03-01,East,Corporate,Baltimore,2014-03-01,28151.0,15100,14.0,107.0,0.7,8.34,0.095962363,March In Store Credit Card Signup Discount; ID2.0794,No,,-4000.0,0.015692728
Baltimore - 2014-03-02,East,Corporate,Baltimore,2014-03-02,25746.0,15100,14.0,86.0,0.24,6.26,0.151463806,March In Store Credit Card Signup Discount; ID2.1069,No,,,
Baltimore - 2014-03-03,East,Corporate,Baltimore,2014-03-03,24030.0,15100,8.0,51.0,0.33,8.38,0.151463806,March In Store Credit Card Signup Discount; ID8.4497,No,,,
Baltimore - 2014-03-04,East,Corporate,Baltimore,2014-03-04,23137.0,15100,9.0,49.0,0.17,7.47,0.151463806,March In Store Credit Card Signup Discount; ID4.7852,No,,,
Baltimore - 2014-03-05,East,Corporate,Baltimore,2014-03-05,27313.0,15100,11.0,53.0,0.83,8.33,0.151463806,March In Store Credit Card Signup Discount; ID10.604,No,,,
Baltimore - 2014-03-06,East,Corporate,Baltimore,2014-03-06,24614.0,15100,16.0,58.0,0.26,7.39,0.151463806,March In Store Credit Card Signup Discount; ID17.04,No,,,
Baltimore - 2014-03-07,East,Corporate,Baltimore,2014-03-07,26449.0,15100,15.0,68.0,1.05,13.88,0.151463806,March In Store Credit Card Signup Discount; ID15.2624,No,,,
Baltimore - 2014-03-08,East,Corporate,Baltimore,2014-03-08,29737.0,15100,12.0,121.0,1.21,10.08,0.151463806,March In Store Credit Card Signup Discount; ID18.7789,No,,-2750.0,
Baltimore - 2014-03-09,East,Corporate,Baltimore,2014-03-09,29047.0,15100,20.0,87.0,0.63,11.46,0.163077794,March In Store Credit Card Signup Discount; ID9.8207,No,,,
Baltimore - 2014-03-10,East,Corporate,Baltimore,2014-03-10,28847.0,15100,15.0,55.0,0.65,8.65,0.163077794,March In Store Credit Card Signup Discount; ID5.5896,No,,,
Baltimore - 2014-03-11,East,Corporate,Baltimore,2014-03-11,27899.0,15100,7.0,49.0,0.41,7.27,0.163077794,March In Store Credit Card Signup Discount; ID27.6825,No,,,
Baltimore - 2014-03-12,East,Corporate,Baltimore,2014-03-12,22880.0,15100,12.0,55.0,0.69,7.71,0.163077794,March In Store Credit Card Signup Discount; ID27.7854,No,,,
Baltimore - 2014-03-13,East,Corporate,Baltimore,2014-03-13,24628.0,15100,15.0,59.0,0.65,11.38,0.163077794,March In Store Credit Card Signup Discount; ID8.2559,No,,,
Baltimore - 2014-03-14,East,Corporate,Baltimore,2014-03-14,28430.0,15100,15.0,100.0,0.87,9.12,0.163077794,March In Store Credit Card Signup Discount; ID21.1979,No,,,
Baltimore - 2014-03-15,East,Corporate,Baltimore,2014-03-15,31787.0,15100,14.0,149.0,0.79,11.69,0.163077794,March In Store Credit Card Signup Discount; ID44.7591,No,,-3000.0,
Baltimore - 2014-03-16,East,Corporate,Baltimore,2014-03-16,28834.0,15100,12.0,110.0,0.84,9.8,0.139567845,March In Store Credit Card Signup Discount; ID45.6944,No,,,
Baltimore - 2014-03-17,East,Corporate,Baltimore,2014-03-17,25385.0,15100,7.0,66.0,0.53,8.17,0.139567845,March In Store Credit Card Signup Discount; ID9.1946,No,,,
Baltimore - 2014-03-18,East,Corporate,Baltimore,2014-03-18,28065.0,15100,7.0,57.0,0.52,10.9,0.139567845,March In Store Credit Card Signup Discount; ID52.6521,No,,,
Baltimore - 2014-03-19,East,Corporate,Baltimore,2014-03-19,25963.0,15100,10.0,72.0,0.23,7.31,0.139567845,March In Store Credit Card Signup Discount; ID49.0458,No,,,
Baltimore - 2014-03-20,East,Corporate,Baltimore,2014-03-20,32197.0,15100,17.0,68.0,0.19,9.91,0.139567845,March In Store Credit Card Signup Discount; ID8.0222,No,,,
Baltimore - 2014-03-21,East,Corporate,Baltimore,2014-03-21,25731.0,15100,16.0,93.0,0.55,9.1,0.139567845,March In Store Credit Card Signup Discount; ID48.8863,No,,,
Baltimore - 2014-03-22,East,Corporate,Baltimore,2014-03-22,28380.0,15100,20.0,146.0,1.32,9.57,0.139567845,March In Store Credit Card Signup Discount; ID55.796,No,,-4500.0,
Baltimore - 2014-03-23,East,Corporate,Baltimore,2014-03-23,29144.0,15100,15.0,106.0,0.67,11.24,0.120437591,March In Store Credit Card Signup Discount; ID22.2764,No,,,
Baltimore - 2014-03-24,East,Corporate,Baltimore,2014-03-24,28113.0,15100,7.0,59.0,0.55,8.71,0.120437591,March In Store Credit Card Signup Discount; ID53.0488,No,,,
Baltimore - 2014-03-25,East,Corporate,Baltimore,2014-03-25,22878.0,15100,8.0,72.0,0.61,11.82,0.120437591,In Store Credit Card Signup Discount; ID65.6348,No,,,
Baltimore - 2014-03-26,East,Corporate,Baltimore,2014-03-26,27539.0,15100,12.0,74.0,0.41,9.19,0.120437591,In Store Credit Card Signup Discount; ID45.3694,No,,,
Baltimore - 2014-03-27,East,Corporate,Baltimore,2014-03-27,24128.0,15100,22.0,84.0,0.78,10.69,0.120437591,In Store Credit Card Signup Discount; ID13.2466,No,,,
Baltimore - 2014-03-28,East,Corporate,Baltimore,2014-03-28,31896.0,15100,19.0,107.0,1.47,14.69,0.120437591,In Store Credit Card Signup Discount; ID47.08,No,,,
Baltimore - 2014-03-29,East,Corporate,Baltimore,2014-03-29,40802.0,15100,18.0,154.0,1.35,12.98,0.120437591,In Store Credit Card Signup Discount; Spring Product Email ID16.0152,No,,3500.0,
Baltimore - 2014-03-30,East,Corporate,Baltimore,2014-03-30,35916.0,15100,13.0,107.0,0.32,15.24,0.1123893419999999,In Store Credit Card Signup Discount; Spring Product Email ID72.4191,No,,,
Baltimore - 2014-03-31,East,Corporate,Baltimore,2014-03-31,30372.0,15100,10.0,78.0,0.24,7.22,0.1123893419999999,In Store Credit Card Signup Discount; Spring Product Email ID11.4576,No,,,
Baltimore - 2014-04-01,East,Corporate,Baltimore,2014-04-01,24108.0,15100,8.0,61.0,0.75,12.37,0.1123893419999999,In Store Credit Card Signup Discount; Spring Product Email ID1.8794,No,4.0,,0.025360217
Baltimore - 2014-04-02,East,Corporate,Baltimore,2014-04-02,26423.0,15100,12.0,71.0,0.0,8.54,0.1123893419999999,In Store Credit Card Signup Discount; Spring Product Email ID1.8185,No,,,
Baltimore - 2014-04-03,East,Corporate,Baltimore,2014-04-03,25788.0,15100,13.0,67.0,0.03,11.82,0.1123893419999999,In Store Credit Card Signup Discount; Spring Product Email ID10.7259,No,,,
Baltimore - 2014-04-04,East,Corporate,Baltimore,2014-04-04,28684.0,15100,21.0,86.0,0.44,11.61,0.1123893419999999,In Store Credit Card Signup Discount; Spring Product Email ID6.6767,No,,,
Baltimore - 2014-04-05,East,Corporate,Baltimore,2014-04-05,35827.0,15100,13.0,147.0,0.68,11.46,0.1123893419999999,In Store Credit Card Signup Discount; Spring Product Email ID0.1428,No,,-2750.0,
Baltimore - 2014-04-06,East,Corporate,Baltimore,2014-04-06,21735.0,15100,16.0,117.0,0.14,9.7,0.103872288,In Store Credit Card Signup Discount; Spring Product Email ID11.2411,No,,,
Baltimore - 2014-04-07,East,Corporate,Baltimore,2014-04-07,18379.0,15100,8.0,61.0,0.05,9.65,0.103872288,In Store Credit Card Signup Discount; Spring Product Email ID3.4222,No,,,
Baltimore - 2014-04-08,East,Corporate,Baltimore,2014-04-08,27845.0,15100,10.0,67.0,0.33,9.21,0.103872288,In Store Credit Card Signup Discount; Spring Product Email ID15.0061,No,,,
Baltimore - 2014-04-09,East,Corporate,Baltimore,2014-04-09,27358.0,15100,11.0,67.0,0.36,10.09,0.103872288,In Store Credit Card Signup Discount; Spring Product Email ID6.504,No,,,
Baltimore - 2014-04-10,East,Corporate,Baltimore,2014-04-10,24175.0,15100,15.0,69.0,0.39,11.02,0.103872288,In Store Credit Card Signup Discount; Spring Product Email ID2.4608,No,,,
Baltimore - 2014-04-11,East,Corporate,Baltimore,2014-04-11,28800.0,15100,19.0,100.0,0.24,7.87,0.103872288,In Store Credit Card Signup Discount; Spring Product Email ID8.6632,No,,,
Baltimore - 2014-04-12,East,Corporate,Baltimore,2014-04-12,32487.0,15100,15.0,155.0,0.76,7.75,0.103872288,In Store Credit Card Signup Discount; Spring Product Email ID14.0388,No,,-4000.0,
Baltimore - 2014-04-13,East,Corporate,Baltimore,2014-04-13,35498.0,15100,17.0,111.0,0.9,10.17,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID33.6328,No,,,
Baltimore - 2014-04-14,East,Corporate,Baltimore,2014-04-14,26955.0,15100,8.0,73.0,0.89,7.08,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID2.5352,No,,,
Baltimore - 2014-04-15,East,Corporate,Baltimore,2014-04-15,32791.0,15100,10.0,88.0,0.37,7.66,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID56.2473,No,,,
Baltimore - 2014-04-16,East,Corporate,Baltimore,2014-04-16,27527.0,15100,10.0,82.0,0.22,9.91,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID57.8815,No,,,
Baltimore - 2014-04-17,East,Corporate,Baltimore,2014-04-17,30338.0,15100,17.0,100.0,0.95,7.96,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID26.6804,No,,,
Baltimore - 2014-04-18,East,Corporate,Baltimore,2014-04-18,44844.0,15100,24.0,152.0,1.06,14.04,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID22.6901,No,,,
Baltimore - 2014-04-19,East,Corporate,Baltimore,2014-04-19,36947.0,15100,19.0,179.0,1.4,17.0,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID32.9019,No,,2750.0,
Baltimore - 2014-04-20,East,Corporate,Baltimore,2014-04-20,21268.0,15100,6.0,0.0,0.21,,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID24.917,No,,,
Baltimore - 2014-04-21,East,Corporate,Baltimore,2014-04-21,33607.0,15100,8.0,77.0,0.92,16.62,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID83.8914,No,,,
Baltimore - 2014-04-22,East,Corporate,Baltimore,2014-04-22,23092.0,15100,8.0,77.0,0.38,8.61,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID66.3099,No,,,
Baltimore - 2014-04-23,East,Corporate,Baltimore,2014-04-23,32375.0,15100,10.0,73.0,0.69,9.2,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID4.926,No,,,
Baltimore - 2014-04-24,East,Corporate,Baltimore,2014-04-24,28846.0,15100,17.0,96.0,0.39,10.56,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID67.0264,No,,,
Baltimore - 2014-04-25,East,Corporate,Baltimore,2014-04-25,31664.0,15100,19.0,104.0,0.62,7.4,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID18.6676,No,,,
Baltimore - 2014-04-26,East,Corporate,Baltimore,2014-04-26,39987.0,15100,20.0,160.0,1.15,8.44,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID56.7051,No,,2750.0,
Baltimore - 2014-04-27,East,Corporate,Baltimore,2014-04-27,33046.0,15100,13.0,104.0,0.52,8.76,0.042468704,April In Store Credit Card Signup Discount; Spring Product Email ID69.7799,No,,,
Baltimore - 2014-04-28,East,Corporate,Baltimore,2014-04-28,28579.0,15100,8.0,64.0,0.53,7.26,0.042468704,April In Store Credit Card Signup Discount; Spring Product Email ID11.8425,No,,,
Baltimore - 2014-04-29,East,Corporate,Baltimore,2014-04-29,20979.0,15100,8.0,50.0,0.59,8.53,0.042468704,April In Store Credit Card Signup Discount; Spring Product Email ID73.3275,No,,,
Baltimore - 2014-04-30,East,Corporate,Baltimore,2014-04-30,27203.0,15100,12.0,68.0,0.2,7.17,0.042468704,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID31.1792,No,,,
Baltimore - 2014-05-01,East,Corporate,Baltimore,2014-05-01,32355.0,15100,13.0,68.0,0.32,9.09,0.042468704,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID1.6617,No,,,0.018473973
Baltimore - 2014-05-02,East,Corporate,Baltimore,2014-05-02,27610.0,15100,15.0,95.0,0.32,8.66,0.042468704,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID4.8011,No,,,
Baltimore - 2014-05-03,East,Corporate,Baltimore,2014-05-03,35397.0,15100,12.0,139.0,0.5,9.12,0.042468704,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID13.8798,No,,4500.0,
Baltimore - 2014-05-04,East,Corporate,Baltimore,2014-05-04,28691.0,15100,13.0,99.0,0.57,11.02,0.050567509,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID9.7405,No,,,
Baltimore - 2014-05-05,East,Corporate,Baltimore,2014-05-05,24988.0,15100,7.0,53.0,0.74,9.55,0.050567509,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID0.6217,No,,,
Baltimore - 2014-05-06,East,Corporate,Baltimore,2014-05-06,24333.0,15100,7.0,52.0,0.33,10.99,0.050567509,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID24.2874,No,,,
Baltimore - 2014-05-07,East,Corporate,Baltimore,2014-05-07,31478.0,15100,8.0,56.0,0.18,10.43,0.050567509,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID5.594,No,,,
Baltimore - 2014-05-08,East,Corporate,Baltimore,2014-05-08,26659.0,15100,12.0,70.0,1.48,7.22,0.050567509,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID13.0159,No,,,
Baltimore - 2014-05-09,East,Corporate,Baltimore,2014-05-09,30153.0,15100,17.0,93.0,1.26,14.27,0.050567509,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID21.9158,No,,,
Baltimore - 2014-05-10,East,Corporate,Baltimore,2014-05-10,31718.0,15100,16.0,142.0,0.64,13.37,0.050567509,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID45.1566,No,,500.0,
Baltimore - 2014-05-11,East,Corporate,Baltimore,2014-05-11,29969.0,15100,12.0,117.0,0.52,11.88,0.050355131,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID26.6507,No,,,
Baltimore - 2014-05-12,East,Corporate,Baltimore,2014-05-12,29371.0,15100,13.0,59.0,0.43,11.21,0.050355131,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID8.0071,No,,,
Baltimore - 2014-05-13,East,Corporate,Baltimore,2014-05-13,26777.0,15100,7.0,62.0,0.24,8.45,0.050355131,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID39.1421,No,,,
Baltimore - 2014-05-14,East,Corporate,Baltimore,2014-05-14,22342.0,15100,10.0,64.0,0.16,12.66,0.050355131,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID68.1567,No,,,
Baltimore - 2014-05-15,East,Corporate,Baltimore,2014-05-15,22544.0,15100,14.0,82.0,0.93,10.46,0.050355131,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID51.7327,No,,,
Baltimore - 2014-05-16,East,Corporate,Baltimore,2014-05-16,29088.0,15100,14.0,96.0,0.97,10.81,0.050355131,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID14.2191,No,,,
Baltimore - 2014-05-17,East,Corporate,Baltimore,2014-05-17,34437.0,15100,12.0,138.0,0.89,10.65,0.050355131,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID33.468,No,,-250.0,
Baltimore - 2014-05-18,East,Corporate,Baltimore,2014-05-18,32105.0,15100,15.0,109.0,0.96,10.06,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID89.1782,No,,,
Baltimore - 2014-05-19,East,Corporate,Baltimore,2014-05-19,26032.0,15100,7.0,72.0,0.11,10.31,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID5.6386,No,,,
Baltimore - 2014-05-20,East,Corporate,Baltimore,2014-05-20,28459.0,15100,7.0,71.0,0.7,7.9,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID69.0117,No,,,
Baltimore - 2014-05-21,East,Corporate,Baltimore,2014-05-21,32291.0,15100,9.0,80.0,1.01,9.22,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID46.0198,No,,,
Baltimore - 2014-05-22,East,Corporate,Baltimore,2014-05-22,28053.0,15100,16.0,82.0,0.57,9.26,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID102.6724,No,,,
Baltimore - 2014-05-23,East,Corporate,Baltimore,2014-05-23,30731.0,15100,13.0,106.0,1.07,8.31,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID26.4268,No,,,
Baltimore - 2014-05-24,East,Corporate,Baltimore,2014-05-24,58328.0,15100,50.0,574.0,0.57,9.74,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID44.9422,Yes,,-9000.0,
Baltimore - 2014-05-25,East,Corporate,Baltimore,2014-05-25,49652.0,15100,45.0,467.0,0.7,10.08,0.053888407,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID117.3612,Yes,,,
Baltimore - 2014-05-26,East,Corporate,Baltimore,2014-05-26,60625.0,15100,29.0,441.0,0.53,12.26,0.053888407,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID113.6161,Yes,,,
Baltimore - 2014-05-27,East,Corporate,Baltimore,2014-05-27,25394.0,15100,14.0,57.0,0.19,12.0,0.053888407,In Store Credit Card Signup Discount; ID80.5689,No,,,
Baltimore - 2014-05-28,East,Corporate,Baltimore,2014-05-28,29732.0,15100,8.0,75.0,0.82,11.22,0.053888407,In Store Credit Card Signup Discount; ID120.3863,No,,,
Baltimore - 2014-05-29,East,Corporate,Baltimore,2014-05-29,24520.0,15100,12.0,63.0,1.13,11.69,0.053888407,In Store Credit Card Signup Discount; ID141.3467,No,,,
Baltimore - 2014-05-30,East,Corporate,Baltimore,2014-05-30,25364.0,15100,16.0,80.0,1.42,13.76,0.053888407,In Store Credit Card Signup Discount; ID105.5479,No,,,
Baltimore - 2014-05-31,East,Corporate,Baltimore,2014-05-31,27963.0,15100,16.0,128.0,1.02,8.66,0.053888407,In Store Credit Card Signup Discount; ID88.9216,No,,-3000.0,
Baltimore - 2014-06-01,East,Corporate,Baltimore,2014-06-01,28911.0,15100,12.0,95.0,0.76,11.66,0.059517753,Promo In Store Credit Card Signup Discount; ID2.0173,No,,,0.010027552
Baltimore - 2014-06-02,East,Corporate,Baltimore,2014-06-02,30687.0,15100,15.0,61.0,0.54,8.22,0.059517753,Promo In Store Credit Card Signup Discount; ID7.4773,No,,,
Baltimore - 2014-06-03,East,Corporate,Baltimore,2014-06-03,25898.0,15100,9.0,73.0,0.69,9.69,0.059517753,Promo In Store Credit Card Signup Discount; ID10.0684,No,,,
